Time                Sys  Sat              P1             L1             D1             S1 M1             P2             L2             D2             S2 M2
2024-06-07 05:00:00  C   C19   22977979.2030 119652530.3460      2386.6130        47.3000  I  22977973.9060  97227528.9570      1939.3200        47.9000  I
2024-06-07 05:00:00  C   C20   22370531.3830 116489397.1660      -443.4530        50.5000  I  22370523.7460  94657210.9850      -360.3440        48.7000  I
2024-06-07 05:00:00  C   C26   26273243.3830 136811618.8010      -930.0860        37.6000  I  26273248.3280 111170646.4650      -755.7700        38.3000  I
2024-06-07 05:00:00  C   C29   21880631.2030 113938222.3200       207.6290        49.9000  I  21880626.7850  92584133.0260       168.7150        49.0000  I
2024-06-07 05:00:00  C   C30   24602911.4140 128113651.6050     -1864.9060        41.3000  I  24602915.5430 104102785.0160     -1515.3910        40.4000  I
2024-06-07 05:00:00  C   C32   26040629.7190 135600460.3230     -2879.3750        36.1000  I  26040631.6560 110186517.9140     -2339.7300        40.5000  I
2024-06-07 05:00:00  C   C35   24172600.8360 125873149.9250      2217.2580        41.6000  I  24172600.1170 102282265.0440      1801.7030        41.2000  I
2024-06-07 05:00:00  C   C38   36011808.7500 187522964.1130      -217.1680        48.8000  I  36011803.6130 152377751.7000      -176.4690        49.2000  I
2024-06-07 05:00:00  C   C40   35968329.4220 187296556.8520      -334.9840        49.0000  I  35968325.2730 152193811.2600      -272.2030        49.3000  I
2024-06-07 05:00:00  C   C45   25774357.7340 134213628.1970     -2228.5900        35.5000  I  25774362.7340 109059490.6080     -1810.9100        38.3000  I
2024-06-07 05:00:00  C   C48   21726209.2420 113134237.4720       944.6760        49.1000  I  21726205.0350  91930885.6820       767.6290        50.0000  I
2024-06-07 05:00:00  C   C56   35367326.5780 184166914.9770      -644.4300        48.0000  I  35367324.9260 149650721.2090      -523.6520        46.1000  I
2024-06-07 05:00:00  C   C59   37389778.3440 194698352.1310        50.5160        43.6000  I  37389764.1760 158208317.0870        41.0470        45.4000  I
2024-06-07 05:00:00  C   C60   37841995.6330 197053195.9200        51.6520        42.1000  I  37841979.6050 160121893.3450        41.9730        43.5000  I
2024-06-07 05:00:00  C   C62   38677130.6480 201401935.1790       -49.1130        40.9000  I  38677129.9380 163655556.6730       -39.9060        40.2000  I
2024-06-07 05:00:00  E   E12   24515735.4920 128831096.2310       276.6090        45.3000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 05:00:00  E   E19   25522932.5550 134124006.0530      1940.5940        40.4000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 05:00:00  E   E24   25122385.3360 132019076.2480      -421.0820        47.3000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 05:00:00  E   E25   27729758.2190 145720868.2870      1849.4060        38.3000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 05:00:00  E   E31   25382076.9530 133383678.6430     -2553.5310        44.9000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 05:00:00  E   E33   25343716.6720 133182082.6010     -1189.8980        45.0000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 05:00:00  E   E10   25372874.5550 133335438.8920       950.3400        46.3000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 05:00:00  G   G04   24505952.8790 128779765.4760     -1441.4450        37.6000  X  24505971.0590 100347846.0320     -1123.2030        17.8000  W
2024-06-07 05:00:00  G   G05   23626712.5000 124159216.5290      3253.7150        38.3000  C  23626732.7380  96747594.8090      2535.3630        31.1000  W
2024-06-07 05:00:00  G   G06   21246196.0390 111649664.3460      -829.7500        46.1000  C  21246209.2890  86999749.2120      -646.5590        45.8000  W
2024-06-07 05:00:00  G   G09   22536163.0160 118428473.4740       286.8950        42.6000  C  22536178.0780  92282103.7770       223.5550        38.4000  W
2024-06-07 05:00:00  G   G11   21587315.6410 113442240.8570       870.1640        48.8000  X  21587328.1090  88396631.2150       678.0510        34.8000  W
2024-06-07 05:00:00  G   G12   22579717.3280 118657119.4070       898.8830        42.0000  C  22579729.8320  92460286.9030       700.4300        37.2000  W
2024-06-07 05:00:00  G   G17   22146929.3980 116382902.4210     -2099.7420        43.4000  C  22146943.9220  90687930.9840     -1636.1640        39.2000  W
2024-06-07 05:00:00  G   G19   20415265.7810 107282916.6780     -1222.2730        47.0000  C  20415274.8550  83597171.5570      -952.4220        39.2000  W
2024-06-07 05:00:00  G   G20   21396859.6640 112441328.6270      1873.3320        45.8000  C  21396870.9770  87616841.0400      1459.7420        35.0000  W
2024-06-07 05:00:00  G   G22   23838094.4380 125269698.5130     -3292.5860        35.7000  C  23838118.6250  97612845.0590     -2565.6520        16.3000  W
2024-06-07 05:00:00  G   G25   24233065.1720 127345616.3671      1982.6680        30.5000  C  24233083.2850  99230429.8021      1544.9340        18.6000  W
2024-06-07 05:00:00  R   R07   19841394.5120 106212728.9370      1657.5550        50.4000  P  19841403.0160  82609978.6310      1289.2110        46.3000  P
2024-06-07 05:00:00  R   R08   22185191.4340 118800732.3610      4229.5980        43.8000  P  22185209.0860  92400569.8260      3289.6880        38.9000  P
2024-06-07 05:00:00  R   R11   24253148.0700 129601326.0150     -3691.1210        33.2000  P  24253168.3130 100801225.1580     -2870.8710        30.9000  P
2024-06-07 05:00:00  R   R12   22281991.2150 119026368.3100     -2416.9960        43.6000  P  22282006.9490  92576047.7990     -1879.8870        38.2000  P
2024-06-07 05:00:00  R   R21   21504523.7700 115075059.7420     -1173.2190        46.1000  P  21504533.9060  89502857.2490      -912.5040        42.1000  P
2024-06-07 05:00:00  R   R22   20524653.9450 109562091.5480       938.9180        49.0000  P  20524661.8320  85214993.5920       730.2700        44.3000  P
2024-06-07 05:00:00  R   R23   23147914.8550 123825765.7000      2375.0590        37.6000  P         0.0000         0.0000         0.0000        44.3000  -
2024-06-07 05:00:00  R   R06   21128981.3910 112748462.0540     -2263.3710        35.1000  P         0.0000         0.0000         0.0000        39.9000  -
2024-06-07 06:00:00  C   C01   37269842.3130 194073815.7770        27.5080        41.4000  I  37269842.5660 157700856.1270        22.3550        42.8000  I
2024-06-07 06:00:00  C   C02   37428999.2970 194902617.4610        52.4100        37.5000  I  37428997.8440 158374331.6930        42.5860        40.7000  I
2024-06-07 06:00:00  C   C03   36615727.3750 190667691.5860        34.5120        42.8000  I  36615724.2070 154933096.9870        28.0470        43.8000  I
2024-06-07 06:00:00  C   C04   38713462.4770 201591113.4390        12.3790        36.0000  I  38713461.7730 163809268.9630        10.0590        37.4000  I
2024-06-07 06:00:00  C   C05   39716148.9770 206812350.0721        34.6370        33.8000  I  39716152.6560 168051958.1292        28.1450        35.8000  I
2024-06-07 06:00:00  C   C13   36808677.7500 191672481.8390      -216.5700        47.1000  I  36808676.7890 155749595.5100      -175.9800        44.6000  I
2024-06-07 06:00:00  C   C19   21897561.2730 114026539.5350       655.9220        50.2000  I  21897554.4690  92655956.6680       532.9880        50.9000  I
2024-06-07 06:00:00  C   C20   23310533.6720 121384224.6370     -2151.2380        47.5000  I  23310526.5980  98634656.9620     -1748.0590        46.8000  I
2024-06-07 06:00:00  C   C22   24437423.3050 127252147.1900      3051.9260        42.4000  I  24437424.5860 103402829.2390      2479.9380        42.0000  I
2024-06-07 06:00:00  C   C29   22069568.4770 114922052.7060      -829.9450        49.6000  I  22069564.9140  93383572.3180      -674.3980        48.6000  I
2024-06-07 06:00:00  C   C30   26132310.0940 136077467.5340     -2548.7030        37.2000  I  26132320.7420 110574004.4580     -2071.0310        35.0000  I
2024-06-07 06:00:00  C   C35   22697962.9610 118194357.9650      1950.8320        47.3000  I  22697960.6020  96042624.6100      1585.2110        46.8000  I
2024-06-07 06:00:00  C   C38   36231494.4690 188666917.5180      -375.6290        49.6000  I  36231489.4800 153307306.0760      -305.2300        49.3000  I
2024-06-07 06:00:00  C   C40   36395109.0550 189518884.7670      -907.0080        48.1000  I  36395106.0270 153999629.4690      -737.0200        48.2000  I
2024-06-07 06:00:00  C   C48   21743445.9770 113223996.9510      -963.1090        49.5000  I  21743441.7150  92003823.3490      -782.6050        50.3000  I
2024-06-07 06:00:00  C   C56   35998845.5940 187455368.2410     -1171.5740        46.4000  I  35998845.8280 152322852.0420      -952.0000        44.4000  I
2024-06-07 06:00:00  C   C59   37356277.7730 194523885.8840        45.8320        43.5000  I  37356264.1950 158066544.8720        37.2420        45.3000  I
2024-06-07 06:00:00  C   C60   37808752.3050 196880073.2540        44.1520        42.1000  I  37808737.0980 159981213.8560        35.8790        44.5000  I
2024-06-07 06:00:00  C   C62   38710173.8050 201573983.0530       -45.4880        40.7000  I  38710174.7850 163795355.6020       -36.9650        40.5000  I
2024-06-07 06:00:00  E   E04   26003888.1020 136651434.0740      2805.2150        43.2000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 06:00:00  E   E10   24747030.4690 130046618.9910       896.2110        47.7000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 06:00:00  E   E11   25300234.0780 132953667.4340      1448.0940        39.0000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 06:00:00  E   E12   24363199.3360 128029514.6050       170.5040        46.5000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 06:00:00  E   E19   24618705.9450 129372310.3250       587.9800        43.4000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 06:00:00  E   E24   25921038.8670 136215969.7320     -1805.4060        44.6000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 06:00:00  E   E25   26943545.5000 141589293.4810       385.0470        40.8000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 06:00:00  E   E31   27257292.4770 143237788.1770     -2761.0430        38.1000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 06:00:00  E   E33   26164710.8590 137496393.3070     -1241.9530        43.1000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 06:00:00  G   G05   21784666.7420 114479330.3750      2042.1370        45.0000  C  21784680.6990  89204858.0270      1591.2770        41.4000  W
2024-06-07 06:00:00  G   G06   21950347.4530 115349983.4750     -1242.8320        43.4000  C  21950362.2620  89883109.4390      -968.4410        41.3000  W
2024-06-07 06:00:00  G   G09   23090191.7340 121339914.6230     -1871.5200        39.1000  C  23090206.7460  94550759.5350     -1458.3280        34.1000  W
2024-06-07 06:00:00  G   G11   21165205.5740 111224043.3280       359.3050        49.9000  X  21165217.9840  86668166.9580       279.9770        37.1000  W
2024-06-07 06:00:00  G   G12   22751193.3440 119558199.6820     -1320.8670        42.9000  C  22751208.5780  93162419.0590     -1029.2460        36.9000  W
2024-06-07 06:00:00  G   G13   24161485.4920 126969344.4860      3663.1950        33.3000  C         0.0000         0.0000         0.0000        36.9000  -
2024-06-07 06:00:00  G   G17   23990387.6250 126070096.4020     -3191.0550        36.3000  C  23990416.0660  98236332.7470     -2486.5390        25.6000  W
2024-06-07 06:00:00  G   G19   21865257.9840 114902583.2310     -2943.9570        42.7000  C  21865273.0630  89534549.9880     -2293.9920        32.0000  W
2024-06-07 06:00:00  G   G20   20619946.3280 108358640.7160       425.2810        47.3000  C  20619956.7730  84435530.2740       331.3910        39.2000  W
2024-06-07 06:00:00  G   G25   23571083.4920 123866874.8430       -86.2540        35.3000  C  23571102.9880  96519721.0330       -67.2110        28.0000  W
2024-06-07 06:00:00  R   R08   19851256.9100 106302773.4100      2405.2730        49.6000  P  19851265.3160  82679973.9270      1870.7700        45.7000  P
2024-06-07 06:00:00  R   R21   22604891.5820 120963262.9680     -2172.5860        42.3000  P  22604907.8980  94082548.3000     -1689.7890        38.0000  P
2024-06-07 06:00:00  R   R22   20105920.6910 107326867.3100       167.6050        49.4000  P  20105928.1680  83476486.6380       130.3590        45.7000  P
2024-06-07 06:00:00  R   R23   21470246.5230 114851431.0250      2535.4690        43.6000  P         0.0000         0.0000         0.0000        45.7000  -
2024-06-07 06:00:00  R   R07   19793433.8980 105956001.4510     -1503.0310        51.2000  P  19793441.8160  82410304.1520     -1169.0230        46.1000  P
2024-06-07 07:00:00  C   C01   37254427.6950 193993530.6840        16.9800        41.4000  I  37254428.8200 157635614.3020        13.8010        41.0000  I
2024-06-07 07:00:00  C   C02   37393882.0160 194719737.7010        48.5390        37.7000  I  37393881.3870 158225723.5950        39.4410        40.2000  I
2024-06-07 07:00:00  C   C03   36595419.7110 190561932.9400        23.7230        43.0000  I  36595417.5120 154847156.8340        19.2770        42.6000  I
2024-06-07 07:00:00  C   C04   38708618.3980 201565880.7390         1.6370        36.5000  I  38708618.3910 163788762.3870         1.3320        36.6000  I
2024-06-07 07:00:00  C   C05   39691035.7190 206681582.6851        36.9770        33.5000  I  39691041.0160 167945697.6832        30.0470        37.2000  I
2024-06-07 07:00:00  C   C13   36980389.3130 192566625.7940      -239.4450        46.0000  I  36980388.5820 156476160.1490      -194.5700        43.2000  I
2024-06-07 07:00:00  C   C19   22072504.9140 114937520.8990     -1084.1210        50.5000  I  22072498.0980  93396204.3160      -880.9380        48.9000  I
2024-06-07 07:00:00  C   C20   25122050.8980 130817230.2230     -2920.5940        41.6000  I  25122045.7420 106299738.2200     -2373.2230        40.4000  I
2024-06-07 07:00:00  C   C22   22695981.3980 118184133.5630      1886.4410        48.2000  I  22695976.1520  96034352.8470      1532.8910        46.7000  I
2024-06-07 07:00:00  C   C29   23088719.8910 120228966.7680     -2117.8830        46.7000  I  23088720.5900  97695858.9200     -1720.9530        44.3000  I
2024-06-07 07:00:00  C   C35   21647556.9920 112724630.1300       951.0820        50.2000  I  21647553.9960  91598025.1180       772.8320        47.9000  I
2024-06-07 07:00:00  C   C38   36476217.7810 189941252.3550      -297.7460        48.0000  I  36476213.0000 154342806.6700      -241.9450        46.0000  I
2024-06-07 07:00:00  C   C40   37213527.7340 193780542.4210     -1440.2970        46.4000  I  37213527.9920 157462562.1140     -1170.3590        44.6000  I
2024-06-07 07:00:00  C   C44   24467694.4770 127409754.4770      2784.8360        40.3000  I  24467693.7810 103530878.5690      2262.9060        41.5000  I
2024-06-07 07:00:00  C   C48   22915524.0940 119327296.6290     -2278.8010        46.4000  I  22915520.5080  96963250.4620     -1851.7110        45.0000  I
2024-06-07 07:00:00  C   C56   36955855.0550 192438697.3170     -1564.2620        43.0000  I  36955859.2460 156372199.9280     -1271.0900        41.1000  I
2024-06-07 07:00:00  C   C59   37327029.9690 194371565.8580        38.2030        43.7000  I  37327017.2730 157942768.7530        31.0430        43.9000  I
2024-06-07 07:00:00  C   C60   37781523.3980 196738272.0230        34.1520        42.3000  I  37781509.2110 159865985.6570        27.7540        43.0000  I
2024-06-07 07:00:00  C   C62   38739279.3440 201725530.1080       -37.8160        40.7000  I  38739280.5700 163918497.7300       -30.7270        40.4000  I
2024-06-07 07:00:00  E   E10   24158537.8200 126954079.1910       781.6170        49.6000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 07:00:00  E   E11   24273944.5470 127560511.9460      1535.1720        43.2000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 07:00:00  E   E12   24320130.3130 127803177.2970       -98.1600        45.9000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 07:00:00  E   E19   24787056.5000 130257005.1740     -1063.3910        43.3000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 07:00:00  E   E24   27399225.8440 143983652.8490     -2345.2030        37.7000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 07:00:00  E   E25   27202030.2810 142947595.8060     -1076.7620        37.7000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 07:00:00  E   E33   27108378.0780 142455334.9670     -1561.1720        39.1000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 07:00:00  E   E04   24328512.2810 127847404.0270      1944.9490        48.5000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 07:00:00  G   G05   20864067.8980 109641581.7650       673.8590        47.0000  C  20864079.3440  85435192.0090       525.0860        46.1000  W
2024-06-07 07:00:00  G   G06   23001532.4060 120873930.9280     -1871.4340        40.1000  C  23001550.4340  94187467.7370     -1458.2580        37.0000  W
2024-06-07 07:00:00  G   G07   25744517.4060 135288466.5950       740.7770        34.5000  C  25744535.1050 105419572.9670       577.2300        22.5000  W
2024-06-07 07:00:00  G   G09   24923682.1330 130974952.3821     -3288.5900        30.9000  C  24923698.6880 102058379.0251     -2562.5350        24.1000  W
2024-06-07 07:00:00  G   G11   21144275.8750 111114049.1670      -361.6990        49.8000  X  21144288.3710  86582455.4520      -281.8440        37.7000  W
2024-06-07 07:00:00  G   G12   24146135.4450 126888468.0500     -2512.4490        39.3000  C  24146163.4650  98874264.8960     -1957.7500        29.4000  W
2024-06-07 07:00:00  G   G13   21732783.9840 114206573.6050      3179.2420        44.4000  C  21732802.3400  88992388.1430      2477.3320        30.9000  W
2024-06-07 07:00:00  G   G15   23744576.9220 124778492.5690      3831.3590        38.4000  C  23744605.0510  97230112.5160      2985.4770        29.1000  W
2024-06-07 07:00:00  G   G19   24265725.9770 127516913.4730     -3884.9770        35.1000  C  24265753.7620  99363845.2120     -3027.2540        18.3000  W
2024-06-07 07:00:00  G   G20   20716080.3830 108863830.0740      -612.9690        48.2000  C  20716090.6560  84829184.8560      -477.6370        38.6000  W
2024-06-07 07:00:00  G   G25   24251523.3280 127442513.0250     -1731.8980        32.2000  C  24251550.4410  99305907.7070     -1349.5310        25.3000  W
2024-06-07 07:00:00  G   G29   23272837.4450 122299569.2070      3056.6880        39.8000  C  23272851.7580  95298489.9000      2381.8360        34.7000  W
2024-06-07 07:00:00  G   G30   25104760.3440 131926388.0071      1656.5700        33.6000  C  25104783.2460 102799961.2101      1290.8360        19.3000  W
2024-06-07 07:00:00  R   R07   21605716.9020 115657264.8820     -3584.1170        45.4000  P  21605726.4020  89955723.4330     -2787.6480        39.4000  P
2024-06-07 07:00:00  R   R08   19216845.3280 102905553.7180      -549.9610        48.9000  P  19216852.0230  80037698.6910      -427.7460        45.1000  P
2024-06-07 07:00:00  R   R21   24459221.8590 130886246.8630     -3297.6330        48.9000  C         0.0000         0.0000         0.0000        45.1000  -
2024-06-07 07:00:00  R   R22   20495057.2190 109404063.6070     -1440.0940        48.8000  P  20495067.1450  85092073.2790     -1120.0740        43.6000  P
2024-06-07 07:00:00  R   R23   19936955.7190 106649385.2900      1804.1520        48.7000  P         0.0000         0.0000         0.0000        43.6000  -
2024-06-07 07:00:00  R   R24   23509250.2190 125714529.6200      3604.0940        38.1000  P  23509261.8090  97778047.8700      2803.1840        32.2000  P
2024-06-07 07:00:00  R   R01   21382272.6520 114300601.8390      3395.8790        43.2000  P  21382291.2700  88900497.8390      2641.2420        34.7000  P
2024-06-07 08:00:00  C   C01   37246816.3280 193953889.8840         5.0630        41.3000  I  37246817.3160 157603401.5430         4.1130        41.1000  I
2024-06-07 08:00:00  C   C02   37362716.7890 194557449.8410        41.1370        37.8000  I  37362715.6090 158093851.4150        33.4260        41.2000  I
2024-06-07 08:00:00  C   C03   36583149.5550 190498030.9760        11.5390        43.5000  I  36583146.7890 154795230.2780         9.3750        44.5000  I
2024-06-07 08:00:00  C   C04   38711274.8980 201579705.8740        -9.4140        36.5000  I  38711275.0550 163799994.8040        -7.6520        36.5000  I
2024-06-07 08:00:00  C   C05   39665632.7730 206549303.0802        35.7070        34.2000  I  39665636.4490 167838210.8452        29.0160        37.1000  I
2024-06-07 08:00:00  C   C06   39942471.6720 207990931.0202      1569.2500        33.1000  I  39942478.1990 169009693.3331      1275.1450        30.8000  I
2024-06-07 08:00:00  C   C12   24868592.6880 129497327.5110      2879.4410        38.9000  I  24868588.6760 105227191.1890      2339.7810        40.9000  I
2024-06-07 08:00:00  C   C13   37090433.6720 193139662.0410       -50.5120        45.8000  I  37090432.7190 156941800.1160       -41.0430        44.1000  I
2024-06-07 08:00:00  C   C16   39943808.1800 207997828.8340      1614.5270        36.9000  I  39943819.8550 169015303.0140      1311.9380        33.2000  I
2024-06-07 08:00:00  C   C19   23221025.1950 120918156.0280     -2090.4300        47.4000  I  23221018.8520  98255957.7290     -1698.6450        47.0000  I
2024-06-07 08:00:00  C   C21   25442978.0160 132488346.3750      2431.9730        38.4000  I  25442982.1290 107657691.9850      1976.1800        38.8000  I
2024-06-07 08:00:00  C   C22   21890228.4140 113988409.6210       459.1480        50.9000  I  21890220.5230  92624992.7860       373.0980        49.1000  I
2024-06-07 08:00:00  C   C29   24925897.7340 129795411.8790     -3097.8950        40.4000  I  24925908.5660 105469333.1040     -2517.2930        39.5000  I
2024-06-07 08:00:00  C   C35   21542944.7500 112179876.3450      -718.3050        51.4000  I  21542941.8630  91155366.1240      -583.6840        49.4000  I
2024-06-07 08:00:00  C   C38   36606927.7030 190621895.7570       -63.8090        48.1000  I  36606922.6130 154895885.7370       -51.8480        46.6000  I
2024-06-07 08:00:00  C   C39   39332533.1560 204814815.8090      1737.1130        39.2000  I  39332541.2730 166428848.9930      1411.5470        39.6000  I
2024-06-07 08:00:00  C   C40   38341999.9140 199656655.7700     -1781.9410        42.4000  I  38342006.1130 162237357.1970     -1447.9730        41.4000  I
2024-06-07 08:00:00  C   C44   22770433.3830 118571713.8560      1965.7300        48.1000  I  22770430.5740  96349255.4610      1597.3160        46.8000  I
2024-06-07 08:00:00  C   C48   24680860.0000 128519827.1140     -2690.3910        39.7000  I  24680858.3400 104432926.6400     -2186.1640        41.4000  I
2024-06-07 08:00:00  C   C56   38107147.2500 198433619.0150     -1721.2070        38.9000  I  38107158.2030 161243532.1500     -1398.6210        36.9000  I
2024-06-07 08:00:00  C   C59   37303881.6720 194251025.7950        28.1250        43.6000  I  37303869.6640 157844819.1240        22.8520        45.1000  I
2024-06-07 08:00:00  C   C60   37762017.7810 196636700.7390        21.8320        42.4000  I  37762003.5940 159783450.5310        17.7380        43.9000  I
2024-06-07 08:00:00  C   C62   38762276.3440 201845271.3990       -27.9530        40.6000  I  38762277.8480 164015794.9910       -22.7150        40.1000  I
2024-06-07 08:00:00  E   E09   25663778.8200 134864190.1000      2609.8050        45.3000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 08:00:00  E   E10   23768120.1480 124902423.1550       271.5470        50.5000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 08:00:00  E   E11   23258091.0780 122222188.7310      1355.7770        45.3000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 08:00:00  E   E12   24590775.3590 129225404.1520      -763.0270        46.0000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 08:00:00  E   E19   25972204.7190 136484987.5880     -2278.1050        38.3000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 08:00:00  E   E33   28352850.6480 148994982.9151     -2085.8440        32.0000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 08:00:00  E   E36   27647041.8520 145286195.7160      2299.9060        37.4000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 08:00:00  E   E04   23483491.1020 123406833.7300       467.5350        49.7000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 08:00:00  G   G05   20774307.0630 109169898.9850      -333.3550        48.6000  C  20774317.7850  85067650.2630      -259.7580        47.3000  W
2024-06-07 08:00:00  G   G06   24554476.0550 129034580.3301     -2661.8440        32.7000  C  24554501.8130 100546384.4961     -2074.1640        26.5000  W
2024-06-07 08:00:00  G   G07   25705933.8670 135085748.0811      -703.2500        31.8000  C  25705948.1290 105261581.8201      -547.9880        19.0000  W
2024-06-07 08:00:00  G   G11   21759242.1410 114345679.5830     -1494.6640        48.4000  X  21759257.2810  89100599.2910     -1164.6720        35.6000  W
2024-06-07 08:00:00  G   G13   20136268.6020 105816939.0560      1286.1170        48.1000  C  20136280.7970  82455038.4080      1002.1680        40.2000  W
2024-06-07 08:00:00  G   G15   21396960.3360 112441918.8100      2834.0510        45.9000  C  21396975.9960  87617255.4980      2208.3520        42.8000  W
2024-06-07 08:00:00  G   G20   21346720.2890 112177857.2650     -1170.3910        46.5000  C  21346731.4140  87411541.5500      -911.9920        36.0000  W
2024-06-07 08:00:00  G   G29   21717498.4140 114126242.2210      1292.8050        46.8000  C  21717510.5820  88929672.2100      1007.3830        44.3000  W
2024-06-07 08:00:00  G   G30   24286143.3130 127624581.7330       551.2890        37.6000  C  24286162.9020  99447919.2360       429.5740        31.5000  W
2024-06-07 08:00:00  R   R02   23331337.1090 124500467.6270      3492.1800        39.1000  P  23331367.5740  96833717.1460      2716.1410        34.3000  P
2024-06-07 08:00:00  R   R07   24204416.6370 129568266.4400     -3886.8670        37.5000  P  24204429.2970 100775380.0630     -3023.1210        32.4000  P
2024-06-07 08:00:00  R   R08   20401637.0160 109250050.8930     -2713.9960        47.9000  P  20401644.2030  84972305.6390     -2110.8870        44.9000  P
2024-06-07 08:00:00  R   R22   22101143.5230 117977281.7190     -3263.8400        44.4000  P  22101164.1560  91760086.2570     -2538.5390        39.7000  P
2024-06-07 08:00:00  R   R23   19365523.0470 103592605.8660      -316.3240        48.3000  P         0.0000         0.0000         0.0000        39.7000  -
2024-06-07 08:00:00  R   R24   21099900.0470 112830716.2190      3314.8710        48.2000  P  21099908.7700  87757319.8350      2578.2340        41.1000  P
2024-06-07 08:00:00  R   R01   19799214.5430 105838377.4910      1204.2620        47.2000  P  19799224.7190  82318800.8680       936.6480        40.4000  P
2024-06-07 09:00:00  C   C01   37247362.3590 193956750.1320        -6.6020        41.4000  I  37247362.3090 157605729.6040        -5.3630        40.9000  I
2024-06-07 09:00:00  C   C02   37337381.0940 194425545.4170        31.3320        38.3000  I  37337379.0270 157986673.0600        25.4610        40.7000  I
2024-06-07 09:00:00  C   C03   36579511.4300 190479103.4150        -1.0660        43.6000  I  36579507.7460 154779853.6430        -0.8670        44.0000  I
2024-06-07 09:00:00  C   C04   38721203.9140 201631419.7030       -19.5270        36.3000  I  38721202.8440 163842019.0490       -15.8670        36.8000  I
2024-06-07 09:00:00  C   C05   39641599.2970 206424185.5132        32.9450        34.5000  I  39641601.4380 167736548.9082        26.7700        37.1000  I
2024-06-07 09:00:00  C   C06   38820352.1950 202147823.2920      1629.3440        37.9000  I  38820356.7850 164261702.5140      1323.9770        38.3000  I
2024-06-07 09:00:00  C   C12   23192954.1800 120771885.3880      1797.2500        44.1000  I  23192948.3400  98137064.0420      1460.4100        46.1000  I
2024-06-07 09:00:00  C   C13   37023580.1410 192791551.6210       251.9880        45.1000  I  37023578.1330 156658935.0040       204.7620        43.9000  I
2024-06-07 09:00:00  C   C16   38812532.5860 202107086.4170      1609.1210        41.3000  I  38812538.8910 164228614.4550      1307.5430        37.0000  I
2024-06-07 09:00:00  C   C19   24776766.5700 129019287.6230     -2305.3240        40.4000  I  24776761.2190 104838786.3960     -1873.2660        42.8000  I
2024-06-07 09:00:00  C   C21   24060577.8280 125290032.8180      1564.3830        44.9000  I  24060573.1330 101808515.1050      1271.1910        45.0000  I
2024-06-07 09:00:00  C   C22   21973199.0310 114420477.7120      -604.5660        51.0000  I  21973189.9920  92976087.4530      -491.2580        49.0000  I
2024-06-07 09:00:00  C   C34   25291433.0160 131699139.8270      2746.4020        37.6000  I  25291432.9920 107016344.9340      2231.6760        39.4000  I
2024-06-07 09:00:00  C   C35   22636120.6330 117872279.5520     -2364.9100        48.6000  I  22636120.7190  95780899.1760     -1921.6840        46.8000  I
2024-06-07 09:00:00  C   C36   25916508.9610 134954157.4910      1927.3980        36.9000  I  25916521.6950 109661388.3860      1566.1680        38.8000  I
2024-06-07 09:00:00  C   C38   36556244.2340 190357984.1050       204.7270        48.3000  I  36556238.6250 154681438.0210       166.3550        47.5000  I
2024-06-07 09:00:00  C   C39   38154194.9530 198679044.1130      1623.5120        42.8000  I  38154196.0350 161443062.0400      1319.2340        43.5000  I
2024-06-07 09:00:00  C   C40   39609983.6880 206259295.7490     -1834.2380        38.0000  I  39609994.0740 167602525.3950     -1490.4690        37.7000  I
