Time                Sys  Sat              P1             L1             D1             S1 M1             P2             L2             D2             S2 M2
2024-06-07 09:00:00  C   C44   21955269.6410 114326961.3020       281.9570        49.8000  I  21955265.8130  92900050.2470       229.1130        48.1000  I
2024-06-07 09:00:00  C   C46   26719615.7030 139136072.5330       602.9490        33.5000  I  26719612.6800 113059450.4880       489.9450        36.6000  I
2024-06-07 09:00:00  C   C48   26491927.0230 137950482.8870     -2483.3090        30.2000  I  26491927.3010 112096097.7960     -2017.8950        33.9000  I
2024-06-07 09:00:00  C   C50   26068381.9920 135745040.7040      2175.1250        35.5000  I  26068380.6640 110304005.3160      1767.4690        37.3000  I
2024-06-07 09:00:00  C   C56   39271766.7580 204498032.0360     -1602.2070        34.9000  I  39271781.7460 166171350.1950     -1301.9260        34.7000  I
2024-06-07 09:00:00  C   C57   19073539.4770  99320920.9270     -1292.0270        49.5000  I         0.0000         0.0000         0.0000        34.7000  -
2024-06-07 09:00:00  C   C59   37288049.4840 194168599.8950        17.2700        44.1000  I  37288035.8360 157777845.4410        14.0310        45.0000  I
2024-06-07 09:00:00  C   C60   37751475.6560 196581823.8790         7.9410        42.8000  I  37751460.0390 159738862.8090         6.4530        43.9000  I
2024-06-07 09:00:00  C   C62   38777407.3440 201924075.3950       -15.6210        40.8000  I  38777408.4340 164079832.2070       -12.6910        40.8000  I
2024-06-07 09:00:00  E   E09   24222329.1250 127289480.5970      1527.3160        48.5000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 09:00:00  E   E10   23906726.9220 125630797.9710      -750.7700        50.5000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 09:00:00  E   E11   22550456.1020 118503558.1490       600.1210        46.0000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 09:00:00  E   E12   25440301.9770 133689649.5490     -1744.1090        42.9000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 09:00:00  E   E19   27726426.0630 145703453.0962     -2713.1910        32.8000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 09:00:00  E   E36   26013857.1410 136703804.9330      2386.8590        44.2000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 09:00:00  E   E04   23678219.9920 124430160.8860      -972.9180        49.7000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 09:00:00  G   G05   21230290.8670 111566113.0640      -958.3130        45.8000  C  21230301.8010  86934830.9000      -746.7340        44.9000  W
2024-06-07 09:00:00  G   G11   23223651.5160 122041091.1220     -2753.6290        43.0000  X  23223673.1020  95096995.3250     -2145.6840        26.0000  W
2024-06-07 09:00:00  G   G13   20094416.3830 105597035.0530     -1128.9260        47.4000  C  20094426.7540  82283692.2650      -879.6840        39.8000  W
2024-06-07 09:00:00  G   G15   20061312.7270 105423122.4320       984.6880        48.3000  C  20061323.2150  82148083.7300       767.2890        50.2000  W
2024-06-07 09:00:00  G   G18   23258362.4840 122223605.8910      3141.8590        43.9000  X  23258376.2580  95239229.5230      2448.1990        27.4000  W
2024-06-07 09:00:00  G   G20   22286316.1170 117115444.8480     -1580.8480        44.3000  C  22286328.4490  91259006.8630     -1231.8280        28.6000  W
2024-06-07 09:00:00  G   G23   25031269.2810 131540398.5492      2203.7810        37.1000  X  25031292.1130 102498975.1331      1717.2300        16.3000  W
2024-06-07 09:00:00  G   G24   24202475.0080 127184795.4561      3635.5630        34.4000  C  24202506.4380  99105183.0541      2832.9060        27.4000  W
2024-06-07 09:00:00  G   G29   21646958.7970 113755548.9480     -1075.8710        45.2000  C  21646971.7620  88640818.9790      -838.3400        43.6000  W
2024-06-07 09:00:00  G   G30   24512015.7030 128811583.1250     -1245.3050        33.1000  C  24512032.2460 100372864.0130      -970.3670        24.7000  W
2024-06-07 09:00:00  R   R02   21447702.1880 114449327.0060      2010.7620        47.0000  P  21447714.5590  89016238.9030      1563.9260        41.1000  P
2024-06-07 09:00:00  R   R08   22492777.8440 120447991.9840     -3266.6680        39.4000  P  22492787.3870  93681808.6750     -2540.7420        38.9000  P
2024-06-07 09:00:00  R   R17   23007847.0860 123119653.8230      4107.8550        41.3000  P  23007856.9960  95759754.7840      3195.0000        35.3000  P
2024-06-07 09:00:00  R   R23   20485864.1800 109585611.7490     -2950.7580        47.0000  P         0.0000         0.0000         0.0000        35.3000  -
2024-06-07 09:00:00  R   R24   19437646.5390 103941932.4910      1324.7230        51.0000  P  19437653.3750  80843829.8550      1030.3400        45.9000  P
2024-06-07 09:00:00  R   R01   19723815.2340 105435353.4000      -841.0470        47.6000  P  19723823.5310  82005345.2270      -654.1480        39.7000  P
2024-06-07 10:00:00  C   C01   37255951.9840 194001498.8860       -18.4300        41.6000  I  37255951.0820 157642095.6630       -14.9770        41.3000  I
2024-06-07 10:00:00  C   C02   37319232.7890 194331065.3760        20.5040        38.4000  I  37319229.1170 157909905.3930        16.6600        41.3000  I
2024-06-07 10:00:00  C   C03   36584525.3520 190505230.7800       -13.3010        44.1000  I  36584520.7070 154801087.9970       -10.8050        43.8000  I
2024-06-07 10:00:00  C   C04   38737772.0550 201717710.3980       -28.3550        37.4000  I  38737769.5160 163912141.1750       -23.0390        37.1000  I
2024-06-07 10:00:00  C   C05   39620400.8830         0.0000        27.7730        33.0000  I  39620401.3010         0.0000        22.5700        37.7000  I
2024-06-07 10:00:00  C   C06   37752868.4920 196589315.5080      1417.3240        41.5000  I  37752865.2190 159744992.5320      1151.6910        41.7000  I
2024-06-07 10:00:00  C   C11   25443923.4840 132493203.6050      2529.6480        36.4000  I  25443919.1520 107661567.1620      2055.5470        38.1000  I
2024-06-07 10:00:00  C   C12   22576812.3830 117563486.5840       -94.0080        46.3000  I  22576806.1050  95529979.5800       -76.3910        47.8000  I
2024-06-07 10:00:00  C   C13   36746607.6950 191349295.6650       534.3590        45.7000  I  36746604.9380 155486986.2780       434.2110        44.6000  I
2024-06-07 10:00:00  C   C16   37781610.5780 196738955.8050      1332.6560        44.1000  I  37781609.8200 159866599.6820      1082.8910        40.7000  I
2024-06-07 10:00:00  C   C19   26315976.5470 137034302.7730     -2119.3160        37.4000  I  26315973.2540 111351631.5730     -1722.1170        38.8000  I
2024-06-07 10:00:00  C   C21   23238277.5230 121008154.4140       865.0200        47.7000  I  23238269.7460  98329149.4860       702.8980        46.8000  I
2024-06-07 10:00:00  C   C22   22591850.8200 117641959.7280     -1103.2660        49.1000  I  22591841.6950  95593805.3100      -896.4920        47.7000  I
2024-06-07 10:00:00  C   C34   23816433.1480 124018467.1480      1374.7700        43.9000  I  23816431.1330 100775177.3220      1117.1130        43.7000  I
2024-06-07 10:00:00  C   C35   24623679.5470 128221836.1280     -3211.6800        42.0000  I  24623687.8980 104190723.5650     -2609.7540        41.3000  I
2024-06-07 10:00:00  C   C36   24842310.5470 129360633.5330      1002.9380        40.2000  I  24842317.0740 105116215.0500       814.9690        41.1000  I
2024-06-07 10:00:00  C   C38   36346063.2660 189263522.8260       376.9060        48.7000  I  36346057.1720 153792099.7890       306.2660        47.0000  I
2024-06-07 10:00:00  C   C39   37146459.5230 193431622.0670      1256.1170        46.8000  I  37146455.1090 157179126.3280      1020.6990        45.6000  I
2024-06-07 10:00:00  C   C40   40806167.7890 212488206.6230     -1576.9380        33.1000  I  40806175.8480 172664038.8250     -1281.3910        31.2000  I
2024-06-07 10:00:00  C   C44   22429063.2890 116794115.1010     -1600.8090        48.9000  I  22429060.3440  94904811.6640     -1300.7850        47.3000  I
2024-06-07 10:00:00  C   C45   25146150.8590 130942649.0860      2540.3440        39.4000  I  25146153.4300 106401656.1620      2064.2380        41.1000  I
2024-06-07 10:00:00  C   C46   26841250.9840 139769505.9070      -992.0390        33.1000  I  26841245.1600 113574175.8810      -806.1130        34.3000  I
2024-06-07 10:00:00  C   C50   24759588.8520 128930032.5850      1635.4960        40.9000  I  24759577.5000 104766298.4600      1328.9730        42.6000  I
2024-06-07 10:00:00  C   C56   40264283.2270 209666741.2652     -1232.0510        30.5000  I  40264294.9840 170371073.2661     -1001.1410        29.2000  I
2024-06-07 10:00:00  C   C57   20523796.5230 106872716.0710     -2760.3750        44.5000  I         0.0000         0.0000         0.0000        29.2000  -
2024-06-07 10:00:00  C   C59   37280289.8910 194128213.6950         5.1210        44.6000  I  37280275.0630 157745032.5350         4.1640        45.1000  I
2024-06-07 10:00:00  C   C60   37750580.4140 196577185.9210        -6.0630        43.1000  I  37750563.3280 159735099.1220        -4.9260        44.3000  I
2024-06-07 10:00:00  C   C62   38783467.2420 201955653.9790        -1.9800        41.0000  I  38783467.0000 164105497.1700        -1.6090        40.6000  I
2024-06-07 10:00:00  E   E05   25262936.9060 132757820.0680      2175.4060        40.5000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 10:00:00  E   E09   23604893.9300 124044874.7330       297.9920        50.2000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 10:00:00  E   E10   24849613.5550 130585662.7130     -1995.5040        48.6000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 10:00:00  E   E11   22568794.2890 118599922.5090      -721.7030        46.3000  X  22568783.0390  88564765.0001      -538.9340        35.6000  X
2024-06-07 10:00:00  E   E12   26963358.2890 141693214.0950     -2650.5120        37.4000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 10:00:00  E   E36   24527806.7340 128894592.8250      1819.7500        49.0000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 10:00:00  E   E04   24678886.0470 129688692.4090     -1831.2700        47.6000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 10:00:00  G   G05   22075737.4920 116008944.9010     -1528.3440        44.1000  C  22075749.7110  90396772.5650     -1190.9180        41.3000  W
2024-06-07 10:00:00  G   G11   25423280.6600 133600110.9240     -3543.9340        35.2000  X  25423310.7460 104104216.3241     -2761.5080        15.6000  W
2024-06-07 10:00:00  G   G13   21490405.7730 112933000.8600     -2742.8400        45.2000  C  21490416.7030  88000027.2690     -2137.2770        33.6000  W
2024-06-07 10:00:00  G   G15   20040637.8910 105314490.3720      -841.3830        48.8000  C  20040647.6520  82063439.1110      -655.6250        50.0000  W
2024-06-07 10:00:00  G   G18   21366997.6760 112284460.4780      2172.1990        49.3000  X  21367009.8160  87494451.6070      1692.6250        37.3000  W
2024-06-07 10:00:00  G   G20   23548327.8590 123747292.2960     -2135.7620        35.0000  C  23548343.8320  96426663.2870     -1664.2300        20.1000  W
2024-06-07 10:00:00  G   G23   23513302.3360 123563556.1050      2244.3280        42.5000  X  23513317.6480  96283286.0100      1748.8280        24.3000  W
2024-06-07 10:00:00  G   G24   21818751.3910 114658469.3470      3070.1520        43.9000  C  21818770.0000  89344465.7910      2392.3280        43.0000  W
2024-06-07 10:00:00  G   G29   23012347.6410 120930619.9910     -2689.3010        41.7000  C  23012367.1170  94231758.8230     -2095.5590        36.8000  W
2024-06-07 10:00:00  R   R01   20676388.5940 110527402.1680     -1798.0390        45.9000  P  20676397.2770  85965826.6580     -1398.4730        37.8000  P
2024-06-07 10:00:00  R   R02   20611003.7660 109984609.5290       550.1020        49.7000  P  20611011.8320  85543697.8810       427.8590        43.4000  P
2024-06-07 10:00:00  R   R08   24569233.5470 131567230.5611     -2821.1370        31.3000  C  24569245.0630 102330106.2752     -2194.2190        32.7000  P
2024-06-07 10:00:00  R   R10   24282620.9300 129440203.4390      -955.0510        31.4000  P         0.0000         0.0000         0.0000        32.7000  -
2024-06-07 10:00:00  R   R11   23017678.8980 122999770.3030      1852.0820        41.3000  P  23017691.2970  95666384.4540      1440.5080        37.5000  P
2024-06-07 10:00:00  R   R12   24038723.0510 128410477.5840      3365.6330        39.0000  P  24038749.4220  99874808.4270      2617.7150        33.6000  P
2024-06-07 10:00:00  R   R17   20672366.8360 110622078.1030      2504.0040        49.4000  P  20672374.7540  86039430.6470      1947.5590        43.5000  P
2024-06-07 10:00:00  R   R23   23071254.2850 123415492.9400     -4448.0780        39.9000  P         0.0000         0.0000         0.0000        43.5000  -
2024-06-07 10:00:00  R   R24   19583537.3590 104722067.8250     -1787.4380        52.1000  P  19583544.9340  81450599.2890     -1390.2270        44.9000  P
2024-06-07 11:00:00  C   C01   37272074.8590 194085463.9900       -28.5660        41.7000  I  37272072.0630 157710326.7680       -23.2150        41.8000  I
2024-06-07 11:00:00  C   C02   37309161.8520 194278634.8670         8.5940        39.0000  I  37309156.6020 157867304.1220         6.9840        41.6000  I
2024-06-07 11:00:00  C   C03   36597738.3280 190574045.2920       -24.6680        43.8000  I  36597732.6410 154857007.8830       -20.0470        44.8000  I
2024-06-07 11:00:00  C   C04   38760013.5940 201833542.4700       -35.6480        37.1000  I  38760010.9300 164006266.7520       -28.9690        37.6000  I
2024-06-07 11:00:00  C   C05   39603296.3590 206224826.0511        20.9380        34.3000  I  39603294.5350 167574571.9972        17.0120        37.5000  I
2024-06-07 11:00:00  C   C06   36907201.7030 192185784.1680      1004.6910        44.0000  I  36907194.2930 156166778.7560       816.3950        44.6000  I
2024-06-07 11:00:00  C   C11   24199777.1250 126014633.5290       947.0590        42.1000  I  24199771.2580 102397203.8730       769.5630        42.9000  I
2024-06-07 11:00:00  C   C12   23306357.0550 121362391.0700     -1913.0270        44.1000  I  23306351.3280  98616895.5950     -1554.4920        47.3000  I
2024-06-07 11:00:00  C   C13   36320154.0630 189128646.5500       663.8630        46.3000  I  36320150.3360 153682528.4050       539.4450        46.1000  I
2024-06-07 11:00:00  C   C16   37013044.1170 192736891.7660       870.3050        46.9000  I  37013040.0350 156614607.7540       707.1950        44.1000  I
2024-06-07 11:00:00  C   C21   22791878.9380 118683653.7020       466.9060        49.1000  I  22791869.6560  96440305.4770       379.4020        49.9000  I
2024-06-07 11:00:00  C   C22   23427057.4060 121991082.4850     -1295.1720        46.9000  I  23427048.8830  99127820.2400     -1052.4340        46.7000  I
2024-06-07 11:00:00  C   C26   25644510.3830 133537672.2240      3092.7270        37.2000  I  25644519.6090 108510318.1950      2513.0940        36.6000  I
2024-06-07 11:00:00  C   C34   23512396.9300 122435275.8340      -505.4840        45.2000  I  23512394.7540  99488705.4820      -410.7500        44.4000  I
2024-06-07 11:00:00  C   C36   24711105.9220 128677457.0510      -687.9410        40.9000  I  24711109.8980 104561086.6980      -559.0080        41.5000  I
2024-06-07 11:00:00  C   C38   36082394.1640 187890531.5820       345.5230        49.0000  I  36082387.5660 152676432.7530       280.7660        50.0000  I
2024-06-07 11:00:00  C   C39   36450983.4060 189810135.7360       743.3440        48.0000  I  36450976.3440 154236380.7800       604.0270        49.6000  I
2024-06-07 11:00:00  C   C42   25412408.8130 132329224.1290      1752.9020        39.5000  I  25412416.0230 107528425.5260      1424.3790        39.7000  I
2024-06-07 11:00:00  C   C43   25957632.6950 135168218.5260      1676.9880        36.8000  I  25957630.9300 109835247.6970      1362.6880        36.3000  I
2024-06-07 11:00:00  C   C44   23991910.4920 124932166.1530     -2740.2190        41.9000  I  23991913.0660 101517622.2460     -2226.6520        43.9000  I
2024-06-07 11:00:00  C   C45   23575436.7890 122763733.4100      1806.4960        45.4000  I  23575429.0900  99755659.7220      1467.9260        46.1000  I
2024-06-07 11:00:00  C   C50   23757003.1250 123709355.8570      1301.6050        45.8000  I  23756988.5940 100524081.4900      1057.6600        46.0000  I
2024-06-07 11:00:00  C   C57   22641314.6250 117899001.8370     -3172.2970        35.8000  I         0.0000         0.0000         0.0000        46.0000  -
2024-06-07 11:00:00  C   C59   37280969.1720 194131762.6010        -7.1480        44.5000  I  37280953.2770 157747918.8750        -5.8090        46.6000  I
2024-06-07 11:00:00  C   C60   37759470.3050 196623491.9990       -19.7230        42.7000  I  37759452.5550 159772729.2630       -16.0230        45.3000  I
2024-06-07 11:00:00  C   C62   38779974.7190 201937484.5370        11.8590        40.9000  I  38779973.3360 164090736.3770         9.6370        41.2000  I
2024-06-07 11:00:00  E   E05   24032928.4220 126294216.0910      1415.7770        45.5000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 11:00:00  E   E09   23732180.9300 124713781.3090      -585.7700        50.3000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 11:00:00  E   E10   26565857.2030 139604435.1630     -2918.0000        41.9000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 11:00:00  E   E11   23561259.0860 123815329.8630     -2134.2850        45.6000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 11:00:00  E   E31   28040228.7340 147352459.7130      2076.4960        33.8000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 11:00:00  E   E34   27007279.1880 141924221.7000      2607.0430        40.4000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 11:00:00  E   E36   23701346.1880 124551524.0890       480.5470        50.9000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 11:00:00  E   E04   26035594.1720 136818217.1070     -2038.5590        43.5000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 11:00:00  G   G05   23362870.6090 122772813.3850     -2253.7660        40.8000  C  23362886.5270  95667303.9850     -1756.1800        26.6000  W
2024-06-07 11:00:00  G   G10   24898423.8200 130842100.6150      2611.0390        38.1000  C  24898440.1560 101954974.0700      2034.5740        25.5000  W
2024-06-07 11:00:00  G   G13   23574137.0470 123883032.0150     -3168.4340        36.9000  C  23574150.0230  96532506.8730     -2468.9100        19.0000  W
2024-06-07 11:00:00  G   G15   21042946.0080 110581643.4100     -1948.5120        45.6000  C  21042956.4610  86167711.4880     -1518.3200        44.8000  W
2024-06-07 11:00:00  G   G18   20551886.6210 108001031.2330        63.7930        51.2000  X  20551898.4100  84156716.5840        49.7070        42.5000  W
2024-06-07 11:00:00  G   G20   25235142.6880 132611431.3741     -2780.5660        51.2000  C         0.0000         0.0000         0.0000        42.5000  -
2024-06-07 11:00:00  G   G23   21976194.0080 115486043.7620      2187.8870        46.8000  X  21976206.7300  89989132.0300      1704.8480        33.4000  W
2024-06-07 11:00:00  G   G24   20330685.3360 106838716.8920      1078.5630        48.3000  C  20330698.7890  83251174.2990       840.4380        51.6000  W
2024-06-07 11:00:00  G   G29   24988355.2970 131314447.6550     -2836.2970        34.6000  C  24988383.0860 102323013.5550     -2210.1020        22.0000  W
2024-06-07 11:00:00  R   R02   20547441.5740 109645440.2370      -242.3090        49.9000  P  20547449.1640  85279902.1000      -188.4650        45.1000  P
2024-06-07 11:00:00  R   R03   22481818.4960 120347157.2380      1677.7230        42.5000  P  22481828.1520  93603391.8240      1304.8950        39.8000  P
2024-06-07 11:00:00  R   R11   22586533.0000 120695908.0210      -727.9800        43.5000  P  22586541.1800  93874505.0230      -566.2070        38.5000  P
2024-06-07 11:00:00  R   R12   21864319.3320 116795401.9840      2735.4690        45.5000  P  21864333.4380  90840911.9930      2127.5860        40.6000  P
2024-06-07 11:00:00  R   R17   19998551.7460 107016362.0540      -623.1450        51.1000  P  19998558.7110  83234986.5510      -484.6680        46.7000  P
2024-06-07 11:00:00  R   R18   22152900.5630 118253719.6420      2821.0550        43.4000  P  22152909.6910  91975143.7350      2194.1520        39.5000  P
2024-06-07 11:00:00  R   R24   21624957.6880 115638325.3120     -3971.8590        46.2000  P  21624973.1560  89940987.8930     -3089.2230        41.6000  P
2024-06-07 11:00:00  R   R01   21956986.9920 117372905.7230     -1929.9020        40.9000  P  21956997.8130  91290099.8240     -1501.0350        35.1000  P
2024-06-07 12:00:00  C   C01   37294795.9140 194203810.5190       -37.1840        40.9000  I  37294792.8830 157806498.2660       -30.2150        42.2000  I
2024-06-07 12:00:00  C   C02   37307592.8050 194270480.5300        -3.8320        38.9000  I  37307586.5980 157860680.9600        -3.1130        41.6000  I
2024-06-07 12:00:00  C   C03   36618248.3980 190680862.4550       -34.3240        43.6000  I  36618241.8440 154943808.3050       -27.8910        45.1000  I
2024-06-07 12:00:00  C   C04   38786621.3200 201972127.3180       -40.5660        37.3000  I  38786615.9060 164118885.1380       -32.9650        38.1000  I
2024-06-07 12:00:00  C   C05   39591269.1720 206162211.2761        13.9260        34.5000  I  39591265.9380 167523695.1862        11.3160        35.8000  I
2024-06-07 12:00:00  C   C06   36381315.0700 189447387.4780       516.2380        45.7000  I  36381305.8670 153941613.3430       419.4840        45.9000  I
2024-06-07 12:00:00  C   C11   24200331.5470 126017514.1880      -908.8090        41.6000  I  24200325.3240 102399543.0900      -738.4800        43.7000  I
2024-06-07 12:00:00  C   C12   24989933.8750 130129099.3190     -2753.0900        35.8000  I  24989933.7970 105740538.9970     -2237.1090        40.8000  I
2024-06-07 12:00:00  C   C13   35887839.9690 186877485.6460       539.4770        48.6000  I  35887835.7500 151853277.5920       438.3710        47.6000  I
2024-06-07 12:00:00  C   C14   25853276.3590 134624798.0060      2058.2150        33.3000  I  25853270.5860 109393656.0590      1672.4690        37.7000  I
2024-06-07 12:00:00  C   C16   36589098.2420 190529320.4980       361.1330        47.7000  I  36589092.3240 154820780.4280       293.4490        44.9000  I
2024-06-07 12:00:00  C   C21   22572950.0940 117543644.2100       149.6640        50.4000  I  22572940.0000  95513955.9720       121.6130        50.1000  I
2024-06-07 12:00:00  C   C22   24398954.2030 127051987.5830     -1550.4650        42.6000  I  24398946.0200 103240216.2400     -1259.8790        43.0000  I
2024-06-07 12:00:00  C   C26   23559267.1330 122679488.3280      2750.9410        46.3000  I  23559266.3550  99687200.0300      2235.3630        46.3000  I
2024-06-07 12:00:00  C   C34   24410398.7420 127111373.5480     -1942.9730        41.4000  I  24410397.1880 103288410.7540     -1578.8240        41.7000  I
2024-06-07 12:00:00  C   C36   25769615.0470 134189390.0630     -2281.6480        37.1000  I  25769617.6020 109039983.9430     -1854.0270        39.6000  I
2024-06-07 12:00:00  C   C38   35926914.3830 187080915.5250        62.2380        49.6000  I  35926907.1050 152018554.4750        50.5740        50.3000  I
2024-06-07 12:00:00  C   C39   36117688.5080 188074603.0800       234.1800        49.5000  I  36117680.0780 152826122.3870       190.2890        50.3000  I
2024-06-07 12:00:00  C   C42   24216381.3200 126101247.3410      1723.2970        43.2000  I  24216385.6450 102467694.7890      1400.3200        44.1000  I
2024-06-07 12:00:00  C   C43   25380820.8200 132164615.4730       -35.4800        37.7000  I  25380818.0430 107394575.0250       -28.8320        36.2000  I
2024-06-07 12:00:00  C   C44   25949101.7340 135123666.4942     -2734.9450        32.7000  I  25949106.5000 109799030.6882     -2222.3670        33.6000  I
2024-06-07 12:00:00  C   C45   22878843.0310 119136445.9470        99.2770        47.8000  I  22878832.0310  96808203.5360        80.6720        49.1000  I
2024-06-07 12:00:00  C   C50   22931155.6250 119408973.9630      1083.4610        48.3000  I  22931139.7930  97029673.2580       880.4020        49.5000  I
2024-06-07 12:00:00  C   C59   37289960.1800 194178607.9180       -19.0080        44.7000  I  37289942.7810 157785989.6530       -15.4450        46.3000  I
2024-06-07 12:00:00  C   C60   37777674.4770 196718301.2670       -32.6330        42.8000  I  37777655.6720 159849772.3800       -26.5160        45.1000  I
2024-06-07 12:00:00  C   C62   38767187.0470 201870933.9900        24.5860        41.4000  I  38767183.1090 164036666.6890        19.9770        41.3000  I
2024-06-07 12:00:00  E   E05   23285460.2110 122366278.2770       813.5660        47.9000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 12:00:00  E   E09   24289804.9920 127644115.5350      -967.2270        49.8000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 12:00:00  E   E11   25366542.8360 133302045.5630     -3005.7460        39.6000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 12:00:00  E   E24   27657472.3590 145340995.1550      2490.2500        39.8000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 12:00:00  E   E31   26728330.3520 140458538.5030      1591.2810        41.2000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 12:00:00  E   E34   25544167.8590 134235549.4810      1526.2230        44.9000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 12:00:00  E   E36   23954679.3590 125882795.2280     -1217.4730        50.4000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 12:00:00  E   E04   27386722.5310 143918422.2010     -1874.3200        38.5000  X         0.0000         0.0000         0.0000         0.0000  -
2024-06-07 12:00:00  G   G05   25165276.0630 132244400.4551     -2977.2700        34.8000  C  25165300.4490 103047732.3311     -2319.9490        19.9000  W
2024-06-07 12:00:00  G   G10   23014940.8440 120944382.4000      2809.4690        42.3000  C  23014956.0980  94242478.9560      2189.1950        39.9000  W
2024-06-07 12:00:00  G   G12   24326940.8200 127838899.5380      2702.6990        37.2000  C  24326964.9730  99614803.9320      2106.0000        24.1000  W
2024-06-07 12:00:00  G   G15   22556045.2500 118533013.6690     -2390.9800        41.3000  C  22556058.9180  92363579.0810     -1863.1020        30.8000  W
2024-06-07 12:00:00  G   G18   21323832.2810 112057616.9590     -2224.2810        49.0000  X  21323847.0470  87317688.2970     -1733.2070        38.5000  W
2024-06-07 12:00:00  G   G23   20654549.1330 108540775.9830      1527.6410        50.1000  X  20654562.5980  84577240.6280      1190.3670        41.9000  W
2024-06-07 12:00:00  G   G24   20456540.9450 107500108.2130     -1399.3870        47.9000  C  20456555.4800  83766547.7320     -1090.4340        52.9000  W
2024-06-07 12:00:00  G   G25   24661647.3750 129597778.6480      3063.4340        33.7000  C  24661674.0120 100985407.3540      2387.0940        25.9000  W
2024-06-07 12:00:00  G   G32   23724661.5550 124674120.8740      1869.9840        40.3000  C  23724678.6840  97148851.1570      1457.1290        36.8000  W
2024-06-07 12:00:00  R   R01   23258328.1330 124329287.3480     -1972.7540        38.0000  P  23258339.5940  96700651.8950     -1534.3630        40.4000  C
2024-06-07 12:00:00  R   R02   20829924.6800 111152822.4850      -569.8630        50.4000  P  20829932.6410  86452310.7230      -443.2270        44.9000  P
2024-06-07 12:00:00  R   R03   21469545.7500 114928420.6710      1393.2620        47.7000  P  21469553.5470  89388829.4400      1083.6480        42.6000  P
2024-06-07 12:00:00  R   R11   23972349.2810 128101292.4590     -3202.5900        36.6000  P  23972359.0160  99634248.7510     -2490.9020        35.9000  P
2024-06-07 12:00:00  R   R12   20798860.8830 111104002.0910       183.6680        49.9000  P  20798871.0430  86414289.3890       142.8520        44.9000  P
2024-06-07 12:00:00  R   R13   21150842.5590 112944526.7240      3266.0980        37.9000  P  21150854.2420  87845834.9720      2540.3010        40.4000  P
2024-06-07 12:00:00  R   R17   21391656.7700 114471107.5420     -3243.3360        46.9000  P  21391667.2700  89033111.6930     -2522.5940        42.7000  P
2024-06-07 12:00:00  R   R18   21186123.4650 113093014.3610       -88.7270        47.7000  P  21186131.9800  87961266.6260       -69.0080        44.2000  P
2024-06-07 12:00:00  R   R19   23389326.1950 125117150.1220      2715.9060        29.4000  P  23389337.7810  97313360.4920      2112.3710        34.2000  P
2024-06-07 13:00:00  C   C01   37322802.1250 194349656.0030       -44.0740        41.3000  I  37322797.4650 157925012.1900       -35.8130        40.9000  I
2024-06-07 13:00:00  C   C02   37314543.0470 194306690.5980       -16.4880        38.7000  I  37314535.6910 157890108.5790       -13.3980        41.2000  I
2024-06-07 13:00:00  C   C03   36644778.8750 190819029.8760       -42.0000        43.3000  I  36644771.6090 155056083.6720       -34.1290        44.4000  I
2024-06-07 13:00:00  C   C04   38815994.5780 202125097.7930       -43.7340        36.5000  I  38815989.3130 164243188.7060       -35.5350        37.7000  I
2024-06-07 13:00:00  C   C05   39585027.0230 206129739.2871         4.8980        34.5000  I  39585022.7070 167497315.5432         3.9800        36.9000  I
2024-06-07 13:00:00  C   C06   36177908.2660 188388211.2770        93.9220        46.2000  I  36177898.4410 153080949.1310        76.3200        46.3000  I
2024-06-07 13:00:00  C   C11   25291186.3130 131697838.0610     -2067.9730        35.4000  I  25291183.2700 107015262.0430     -1680.3980        41.1000  I
2024-06-07 13:00:00  C   C13   35640642.0630 185590264.3940       130.8630        49.0000  I  35640637.5230 150807305.5700       106.3360        48.2000  I
